"id","pop","loc","city","X_id","state"
"12612",8318,"[ -81.323873 , 40.961798]","HARTVILLE",44632,"OH"
"12613",2145,"[ -81.927476 , 40.633042]","HOLMESVILLE",44633,"OH"
"12614",3400,"[ -81.065473 , 40.859192]","HOMEWORTH",44634,"OH"
"12615",1868,"[ -81.983721 , 40.4933]","KILLBUCK",44637,"OH"
"12616",1516,"[ -82.145477 , 40.651965]","LAKEVILLE",44638,"OH"
"12617",18994,"[ -81.259464 , 40.847729]","LOUISVILLE",44641,"OH"
"12618",2166,"[ -81.307607 , 40.651414]","MAGNOLIA",44643,"OH"
"12619",4761,"[ -81.18378 , 40.684532]","MALVERN",44644,"OH"
"12620",1838,"[ -81.722527 , 40.906677]","MARSHALLVILLE",44645,"OH"
"12621",45092,"[ -81.497263 , 40.811605]","MASSILLON",44646,"OH"
"12622",17715,"[ -81.553252 , 40.795918]","MASSILLON",44647,"OH"
"12623",709,"[ -80.956025 , 40.626279]","MECHANICSTOWN",44651,"OH"
"12624",20350,"[ -81.832383 , 40.556683]","MILLERSBURG",44654,"OH"
"12625",2969,"[ -81.354561 , 40.625686]","ZOARVILLE",44656,"OH"
"12626",10547,"[ -81.103076 , 40.742049]","MINERVA",44657,"OH"
"12627",10006,"[ -81.533824 , 40.720405]","NAVARRE",44662,"OH"
"12628",24640,"[ -81.435827 , 40.484539]","NEW PHILADELPHIA",44663,"OH"
"12629",2528,"[ -81.629946 , 40.838652]","NORTH LAWRENCE",44666,"OH"
"12630",11983,"[ -81.774109 , 40.845836]","ORRVILLE",44667,"OH"
"12631",1338,"[ -81.15399 , 40.801413]","PARIS",44669,"OH"
"12632",6276,"[ -81.023191 , 40.922694]","SEBRING",44672,"OH"
"12633",1330,"[ -81.233945 , 40.518418]","SHERRODSVILLE",44675,"OH"
"12634",4312,"[ -82.032451 , 40.692584]","SHREVE",44676,"OH"
"12635",2695,"[ -81.863328 , 40.859228]","SMITHVILLE",44677,"OH"
"12636",3201,"[ -81.536646 , 40.60028]","STRASBURG",44680,"OH"
"12637",4772,"[ -81.660356 , 40.514785]","SUGARCREEK",44681,"OH"
"12638",6925,"[ -81.337365 , 40.390502]","UHRICHSVILLE",44683,"OH"
"12639",21009,"[ -81.421108 , 40.963694]","UNIONTOWN",44685,"OH"
"12640",3149,"[ -81.265891 , 40.682881]","WAYNESBURG",44688,"OH"
"12641",286,"[ -81.635247 , 40.656723]","WILMOT",44689,"OH"
"12642",35504,"[ -81.948272 , 40.809354]","WOOSTER",44691,"OH"
"12643",1484,"[ -81.18624 , 40.437056]","BOWERSTON",44695,"OH"
"12644",1184,"[ -81.291937 , 40.279748]","TIPPECANOE",44699,"OH"
"12645",1208,"[ -81.373946 , 40.80267]","CANTON",44702,"OH"
"12646",11520,"[ -81.381439 , 40.809791]","CANTON",44703,"OH"
"12647",5408,"[ -81.353701 , 40.799076]","CANTON",44704,"OH"
"12648",21271,"[ -81.339903 , 40.825866]","CANTON",44705,"OH"
"12649",19443,"[ -81.411903 , 40.767959]","CANTON",44706,"OH"
"12650",11010,"[ -81.360407 , 40.776885]","NORTH INDUSTRY",44707,"OH"
"12651",25891,"[ -81.424116 , 40.81196]","CANTON",44708,"OH"
"12652",19371,"[ -81.385947 , 40.837227]","NORTH CANTON",44709,"OH"
"12653",9928,"[ -81.416946 , 40.791107]","CANTON",44710,"OH"
"12654",8988,"[ -81.360963 , 40.827174]","CANTON",44714,"OH"
"12655",10407,"[ -81.448514 , 40.85479]","JACKSON BELDEN",44718,"OH"
"12656",33193,"[ -81.413464 , 40.889919]","NORTH CANTON",44720,"OH"
"12657",10254,"[ -81.33279 , 40.883446]","CANTON",44721,"OH"
"12658",6154,"[ -81.278295 , 40.784983]","EAST CANTON",44730,"OH"
"12659",1955,"[ -83.376982 , 41.046284]","ALVADA",44802,"OH"
"12660",1142,"[ -83.50195 , 41.111562]","ARCADIA",44804,"OH"
"12661",27072,"[ -82.318931 , 40.855892]","ASHLAND",44805,"OH"
"12662",2792,"[ -82.889721 , 41.077755]","CARROTHERS",44807,"OH"
"12663",14361,"[ -82.85765 , 41.268432]","BELLEVUE",44811,"OH"
"12664",6432,"[ -82.517516 , 40.613604]","BELLVILLE",44813,"OH"
"12665",2485,"[ -82.477713 , 41.320519]","BERLIN HEIGHTS",44814,"OH"
"12666",1331,"[ -83.572356 , 41.181489]","BLOOMDALE",44817,"OH"
"12667",2572,"[ -82.989874 , 41.018206]","BLOOMVILLE",44818,"OH"
"12668",19018,"[ -82.969829 , 40.810306]","BUCYRUS",44820,"OH"
"12669",3870,"[ -82.398984 , 40.543754]","BUTLER",44822,"OH"
"12670",4027,"[ -82.799426 , 41.387229]","CASTALIA",44824,"OH"
"12671",514,"[ -83.021432 , 40.956637]","CHATFIELD",44825,"OH"
"12672",1934,"[ -82.490402 , 41.245023]","COLLINS",44826,"OH"
"12673",6723,"[ -82.736723 , 40.792714]","CRESTLINE",44827,"OH"
"12674",20686,"[ -83.413938 , 41.162346]","FOSTORIA",44830,"OH"
"12675",19069,"[ -82.793943 , 40.730316]","GALION",44833,"OH"
"12676",3752,"[ -83.088549 , 41.228111]","GREEN SPRINGS",44836,"OH"
"12677",3054,"[ -82.51334 , 41.04068]","GREENWICH",44837,"OH"
"12678",10386,"[ -82.555491 , 41.390662]","SHINROCK",44839,"OH"
"12679",4052,"[ -82.186134 , 40.813366]","JEROMESVILLE",44840,"OH"
"12680",893,"[ -83.329829 , 41.212543]","KANSAS",44841,"OH"
"12681",4767,"[ -82.23559 , 40.636059]","LOUDONVILLE",44842,"OH"
"12682",2127,"[ -82.408671 , 40.70389]","LUCAS",44843,"OH"
"12683",515,"[ -83.263669 , 40.975225]","MC CUTCHENVILLE",44844,"OH"
"12684",1611,"[ -83.143238 , 41.038954]","MELMORE",44845,"OH"
"12685",3568,"[ -82.612565 , 41.311065]","MILAN",44846,"OH"
"12686",2721,"[ -82.70233 , 41.218074]","MONROEVILLE",44847,"OH"
"12687",2464,"[ -83.126567 , 40.825946]","NEVADA",44849,"OH"
"12688",4243,"[ -82.396588 , 41.090575]","NEW LONDON",44851,"OH"
"12689",1483,"[ -83.241807 , 41.036058]","NEW RIEGEL",44853,"OH"
"12690",1679,"[ -82.850359 , 40.957076]","NEW WASHINGTON",44854,"OH"
"12691",1229,"[ -82.599801 , 41.102987]","NORTH FAIRFIELD",44855,"OH"
"12692",21687,"[ -82.60785 , 41.240314]","NORWALK",44857,"OH"
"12693",1565,"[ -82.338439 , 41.028215]","NOVA",44859,"OH"
"12694",2818,"[ -82.321307 , 40.660626]","PERRYSVILLE",44864,"OH"
"12695",4122,"[ -82.663492 , 41.00031]","PLYMOUTH",44865,"OH"
"12696",2293,"[ -82.212587 , 40.934293]","POLK",44866,"OH"
"12697",1735,"[ -83.019407 , 41.125876]","REPUBLIC",44867,"OH"
"12698",44129,"[ -82.70633 , 41.434878]","SANDUSKY",44870,"OH"
"12699",2983,"[ -82.344272 , 40.945382]","SAVANNAH",44874,"OH"
"12700",14736,"[ -82.654949 , 40.878432]","SHELBY",44875,"OH"
"12701",4297,"[ -82.522155 , 40.934015]","SHILOH",44878,"OH"
"12702",1772,"[ -82.217217 , 41.036818]","SULLIVAN",44880,"OH"
"12703",2610,"[ -83.149176 , 40.941299]","SYCAMORE",44882,"OH"
"12704",28310,"[ -83.184356 , 41.123822]","TIFFIN",44883,"OH"
"12705",1471,"[ -82.797032 , 40.880992]","TIRO",44887,"OH"
"12706",6464,"[ -82.378168 , 41.263748]","WAKEMAN",44889,"OH"
"12707",11156,"[ -82.728805 , 41.062787]","WILLARD",44890,"OH"
"12708",8504,"[ -82.512269 , 40.755937]","MANSFIELD",44902,"OH"
"12709",26575,"[ -82.52538 , 40.762258]","MANSFIELD",44903,"OH"
"12710",12466,"[ -82.590605 , 40.682568]","LEXINGTON",44904,"OH"
"12711",16221,"[ -82.474609 , 40.777173]","LINCOLN",44905,"OH"
"12712",16809,"[ -82.559295 , 40.762679]","MANSFIELD",44906,"OH"
"12713",14891,"[ -82.519833 , 40.734483]","MANSFIELD",44907,"OH"
"12714",1198,"[ -84.709602 , 39.137364]","ADDYSTON",45001,"OH"
"12715",10249,"[ -84.733969 , 39.193707]","CLEVES",45002,"OH"
"12716",708,"[ -84.804951 , 39.575453]","COLLEGE CORNER",45003,"OH"
"12717",29720,"[ -84.305881 , 39.547839]","CARLISLE",45005,"OH"
"12718",41229,"[ -84.522117 , 39.405906]","HAMILTON",45011,"OH"
"12719",48553,"[ -84.606655 , 39.40619]","ROSSVILLE",45013,"OH"
"12720",41880,"[ -84.547881 , 39.326602]","FAIRFIELD",45014,"OH"
"12721",13310,"[ -84.551187 , 39.367152]","LINDENWALD",45015,"OH"
"12722",15218,"[ -84.78368 , 39.259208]","HARRISON",45030,"OH"
"12723",24354,"[ -84.218754 , 39.442047]","OTTERBIEN HOME",45036,"OH"
"12724",12215,"[ -84.252567 , 39.313878]","MAINEVILLE",45039,"OH"
"12725",18803,"[ -84.314935 , 39.335741]","MASON",45040,"OH"
"12726",27251,"[ -84.389601 , 39.532121]","MIDDLETOWN",45042,"OH"
"12727",38868,"[ -84.383461 , 39.485259]","EXCELLO",45044,"OH"
"12728",4352,"[ -84.365196 , 39.441285]","MONROE",45050,"OH"
"12729",4013,"[ -84.727261 , 39.153605]","NORTH BEND",45052,"OH"
"12730",2894,"[ -84.776149 , 39.353732]","OKEANA",45053,"OH"
"12731",1405,"[ -84.051136 , 39.414479]","OREGONIA",45054,"OH"
"12732",26075,"[ -84.738518 , 39.503838]","MIAMI UNIVERSITY",45056,"OH"
"12733",902,"[ -84.621911 , 39.555366]","SOMERVILLE",45064,"OH"
"12734",2774,"[ -84.210783 , 39.371451]","SOUTH LEBANON",45065,"OH"
"12735",9106,"[ -84.228774 , 39.562975]","SPRINGBORO",45066,"OH"
"12736",7072,"[ -84.459769 , 39.479937]","TRENTON",45067,"OH"
"12737",6880,"[ -84.081518 , 39.528489]","WAYNESVILLE",45068,"OH"
"12738",32613,"[ -84.399786 , 39.340243]","WEST CHESTER",45069,"OH"
"12739",2176,"[ -83.763723 , 38.670864]","ABERDEEN",45101,"OH"
"12740",15931,"[ -84.211174 , 39.021138]","AMELIA",45102,"OH"
"12741",14416,"[ -84.145125 , 39.095661]","BATAVIA",45103,"OH"
"12742",10408,"[ -84.09195 , 38.94236]","BETHEL",45106,"OH"
"12743",6158,"[ -83.973977 , 39.303442]","BLANCHESTER",45107,"OH"
"12744",482,"[ -84.289659 , 39.196212]","CAMP DENNISON",45111,"OH"
"12745",1434,"[ -83.959407 , 39.404233]","CLARKSVILLE",45113,"OH"
"12746",3177,"[ -83.950087 , 39.186214]","FAYETTEVILLE",45118,"OH"
"12747",2662,"[ -84.098581 , 38.826248]","FELICITY",45120,"OH"
"12748",7474,"[ -83.909153 , 38.871708]","GEORGETOWN",45121,"OH"
"12749",11742,"[ -84.118764 , 39.220931]","GOSHEN",45122,"OH"
"12750",8106,"[ -83.389805 , 39.347763]","GREENFIELD",45123,"OH"
"12751",3415,"[ -83.993062 , 38.919962]","HAMERSVILLE",45130,"OH"
"12752",19825,"[ -83.606406 , 39.167877]","HILLSBORO",45133,"OH"
"12753",3684,"[ -83.548146 , 39.345767]","LEESBURG",45135,"OH"
"12754",29488,"[ -84.258802 , 39.244484]","LOVELAND",45140,"OH"
"12755",4539,"[ -83.802124 , 39.211931]","LYNCHBURG",45142,"OH"
"12756",4303,"[ -83.618064 , 38.698167]","MANCHESTER",45144,"OH"
"12757",1413,"[ -83.800545 , 39.312705]","MARTINSVILLE",45146,"OH"
"12758",1488,"[ -83.893131 , 39.29169]","MIDLAND",45148,"OH"
"12759",24709,"[ -84.243814 , 39.179987]","DAY HEIGHTS",45150,"OH"
"12760",5498,"[ -84.118085 , 39.347619]","MORROW",45152,"OH"
"12761",1957,"[ -84.195824 , 38.858255]","MOSCOW",45153,"OH"
"12762",8247,"[ -83.948027 , 39.045368]","MOUNT ORAB",45154,"OH"
"12763",8660,"[ -84.237903 , 38.953663]","NEW RICHMOND",45157,"OH"
"12764",2213,"[ -83.688171 , 39.332058]","NEW VIENNA",45159,"OH"
"12765",2911,"[ -84.096736 , 39.288382]","PLEASANT PLAIN",45162,"OH"
"12766",3742,"[ -83.822677 , 38.755095]","RIPLEY",45167,"OH"
"12767",1600,"[ -83.762459 , 38.851128]","RUSSELLVILLE",45168,"OH"
"12768",4866,"[ -83.650252 , 39.490022]","SABINA",45169,"OH"
"12769",3377,"[ -83.796649 , 38.983232]","SARDINIA",45171,"OH"
"12770",2133,"[ -84.309762 , 39.160155]","TERRACE PARK",45174,"OH"
"12771",5038,"[ -84.043167 , 39.075345]","WILLIAMSBURG",45176,"OH"
"12772",18361,"[ -83.841653 , 39.448788]","WILMINGTON",45177,"OH"
"12773",6428,"[ -84.501956 , 39.107225]","CINCINNATI",45202,"OH"
"12774",5327,"[ -84.525684 , 39.10754]","CINCINNATI",45203,"OH"
"12775",11444,"[ -84.566794 , 39.102498]","CINCINNATI",45204,"OH"
"12776",23052,"[ -84.575672 , 39.110439]","CINCINNATI",45205,"OH"
"12777",14017,"[ -84.485258 , 39.126916]","CINCINNATI",45206,"OH"
"12778",8156,"[ -84.470621 , 39.139747]","CINCINNATI",45207,"OH"
"12779",19557,"[ -84.435474 , 39.136082]","CINCINNATI",45208,"OH"
"12780",12082,"[ -84.427833 , 39.151578]","CINCINNATI",45209,"OH"
"12781",11349,"[ -84.513535 , 39.112579]","CINCINNATI",45210,"OH"
"12782",44072,"[ -84.596714 , 39.152401]","CINCINNATI",45211,"OH"
"12783",26737,"[ -84.452765 , 39.162505]","NORWOOD",45212,"OH"
"12784",14333,"[ -84.418701 , 39.182905]","TAFT",45213,"OH"
"12785",12013,"[ -84.541442 , 39.120642]","CINCINNATI",45214,"OH"
"12786",34166,"[ -84.457168 , 39.230063]","LOCKLAND",45215,"OH"
"12787",10261,"[ -84.479232 , 39.199183]","ELMWOOD PLACE",45216,"OH"
"12788",8838,"[ -84.497424 , 39.161715]","SAINT BERNARD",45217,"OH"
"12789",4680,"[ -84.519608 , 39.266573]","GREENHILLS",45218,"OH"
"12790",21619,"[ -84.513127 , 39.127027]","CINCINNATI",45219,"OH"
"12791",15449,"[ -84.521738 , 39.143183]","CINCINNATI",45220,"OH"
"12792",15639,"[ -84.547807 , 39.169619]","CINCINNATI",45223,"OH"
"12793",23394,"[ -84.53883 , 39.203079]","COLLEGE HILL",45224,"OH"
"12794",13324,"[ -84.553267 , 39.144654]","CINCINNATI",45225,"OH"
"12795",5711,"[ -84.431194 , 39.117356]","CINCINNATI",45226,"OH"
"12796",21393,"[ -84.387211 , 39.15431]","MADISONVILLE",45227,"OH"
"12797",538,"[ -84.423539 , 39.066448]","CINCINNATI",45228,"OH"
"12798",19811,"[ -84.489184 , 39.149016]","CINCINNATI",45229,"OH"
"12799",26856,"[ -84.378727 , 39.080861]","ANDERSON",45230,"OH"
"12800",44838,"[ -84.543702 , 39.241827]","CINCINNATI",45231,"OH"
"12801",9364,"[ -84.514101 , 39.185926]","CINCINNATI",45232,"OH"
"12802",15452,"[ -84.669411 , 39.11928]","SAYLOR PARK",45233,"OH"
"12803",26113,"[ -84.394746 , 39.207302]","TAFT",45236,"OH"
"12804",25445,"[ -84.457997 , 39.18797]","CINCINNATI",45237,"OH"
"12805",48302,"[ -84.608805 , 39.111667]","WESTERN HILLS",45238,"OH"
"12806",27024,"[ -84.579225 , 39.207995]","GROESBECK",45239,"OH"
"12807",27517,"[ -84.526299 , 39.286424]","PARKDALE",45240,"OH"
"12808",21992,"[ -84.391161 , 39.276745]","SHARONVILLE",45241,"OH"
"12809",21183,"[ -84.359919 , 39.239881]","SYCAMORE",45242,"OH"
"12810",14999,"[ -84.359349 , 39.187847]","MADEIRA",45243,"OH"
"12811",12310,"[ -84.347765 , 39.107091]","NEWTOWN",45244,"OH"
"12812",36134,"[ -84.277383 , 39.091293]","NEWTOWN",45245,"OH"
"12813",13861,"[ -84.472353 , 39.28751]","GLENDALE",45246,"OH"
"12814",16834,"[ -84.631608 , 39.207604]","GROESBECK",45247,"OH"
"12815",20735,"[ -84.651535 , 39.159056]","WESTWOOD",45248,"OH"
"12816",10312,"[ -84.326673 , 39.275946]","SYCAMORE",45249,"OH"
"12817",22487,"[ -84.587987 , 39.253005]","GROESBECK",45251,"OH"
"12818",3302,"[ -84.62832 , 39.266803]","CINCINNATI",45252,"OH"
"12819",15600,"[ -84.330774 , 39.070642]","ANDERSON",45255,"OH"
"12820",3483,"[ -84.210344 , 40.405105]","ANNA",45302,"OH"
"12821",2230,"[ -84.640642 , 40.215064]","ANSONIA",45303,"OH"
"12822",8201,"[ -84.53702 , 39.988367]","CASTINE",45304,"OH"
"12823",8162,"[ -84.08245 , 39.640187]","BELLBROOK",45305,"OH"
"12824",2168,"[ -84.177994 , 40.465897]","BOTKINS",45306,"OH"
"12825",6966,"[ -84.429288 , 40.128558]","BRADFORD",45308,"OH"
"12826",11613,"[ -84.416464 , 39.841393]","BROOKVILLE",45309,"OH"
"12827",8394,"[ -84.610008 , 39.613391]","CAMDEN",45311,"OH"
"12828",1283,"[ -84.108799 , 40.071578]","CASSTOWN",45312,"OH"
"12829",4685,"[ -83.801253 , 39.748424]","CEDARVILLE",45314,"OH"
"12830",2269,"[ -84.33989 , 39.855124]","CLAYTON",45315,"OH"
"12831",1053,"[ -84.028297 , 40.145694]","CONOVER",45317,"OH"
"12832",3154,"[ -84.349646 , 40.11756]","COVINGTON",45318,"OH"
"12833",13779,"[ -84.650849 , 39.742572]","EATON",45320,"OH"
"12834",1168,"[ -84.678592 , 39.888209]","ELDORADO",45321,"OH"
"12835",20297,"[ -84.309515 , 39.873976]","UNION",45322,"OH"
"12836",5820,"[ -83.938464 , 39.866282]","ENON",45323,"OH"
"12837",35733,"[ -84.019789 , 39.805311]","FAIRBORN",45324,"OH"
"12838",2292,"[ -84.420507 , 39.686684]","FARMERSVILLE",45325,"OH"
"12839",1752,"[ -84.13304 , 40.152622]","FLETCHER",45326,"OH"
"12840",8187,"[ -84.376384 , 39.6244]","GERMANTOWN",45327,"OH"
"12841",23035,"[ -84.634189 , 40.098726]","GREENVILLE",45331,"OH"
"12842",789,"[ -84.79008 , 39.989862]","HOLLANSBURG",45332,"OH"
"12843",1613,"[ -84.352109 , 40.253478]","HOUSTON",45333,"OH"
"12844",2318,"[ -84.045677 , 40.435802]","JACKSON CENTER",45334,"OH"
"12845",6956,"[ -83.750417 , 39.642848]","JAMESTOWN",45335,"OH"
"12846",2602,"[ -84.3994 , 39.978492]","LAURA",45337,"OH"
"12847",5582,"[ -84.53685 , 39.853404]","LEWISBURG",45338,"OH"
"12848",1888,"[ -84.333391 , 39.987091]","LUDLOW FALLS",45339,"OH"
"12849",2071,"[ -84.076657 , 40.343743]","MAPLEWOOD",45340,"OH"
"12850",4385,"[ -84.026808 , 39.879774]","MEDWAY",45341,"OH"
"12851",27356,"[ -84.267477 , 39.632095]","MIAMISBURG",45342,"OH"
"12852",17912,"[ -84.021704 , 39.930025]","NEW CARLISLE",45344,"OH"
"12853",7359,"[ -84.395591 , 39.739798]","NEW LEBANON",45345,"OH"
"12854",2519,"[ -84.722211 , 39.968711]","NEW MADISON",45346,"OH"
"12855",3783,"[ -84.779337 , 39.861718]","NEW PARIS",45347,"OH"
"12856",1266,"[ -84.630792 , 40.334923]","NEW WESTON",45348,"OH"
"12857",24508,"[ -84.253053 , 40.148621]","PIQUA",45356,"OH"
"12858",2553,"[ -84.343634 , 40.053136]","PLEASANT HILL",45359,"OH"
"12859",1450,"[ -84.626419 , 40.29465]","ROSSBURG",45362,"OH"
"12860",911,"[ -84.412255 , 40.234065]","RUSSIA",45363,"OH"
"12861",27517,"[ -84.162223 , 40.287357]","SIDNEY",45365,"OH"
"12862",4143,"[ -83.660787 , 39.846939]","SELMA",45368,"OH"
"12863",3814,"[ -83.615704 , 39.94732]","SOUTH VIENNA",45369,"OH"
"12864",5950,"[ -84.101583 , 39.602761]","SPRING VALLEY",45370,"OH"
"12865",14967,"[ -84.171501 , 39.943577]","PHONETON",45371,"OH"
"12866",29422,"[ -84.203151 , 40.037394]","TROY",45373,"OH"
"12867",14355,"[ -84.202266 , 39.888273]","VANDALIA",45377,"OH"
"12868",4921,"[ -84.495697 , 40.227284]","VERSAILLES",45380,"OH"
"12869",5707,"[ -84.535214 , 39.725898]","WEST ALEXANDRIA",45381,"OH"
"12870",1599,"[ -84.619383 , 39.902564]","WEST MANCHESTER",45382,"OH"
"12871",6095,"[ -84.324237 , 39.953077]","WEST MILTON",45383,"OH"
"12872",36683,"[ -83.936878 , 39.684204]","XENIA",45385,"OH"
"12873",5743,"[ -83.889066 , 39.799569]","YELLOW SPRINGS",45387,"OH"
"12874",1054,"[ -84.483587 , 40.328328]","YORKSHIRE",45388,"OH"
"12875",4123,"[ -84.783209 , 40.201773]","UNION CITY",45390,"OH"
"12876",2811,"[ -84.189508 , 39.756305]","DAYTON",45402,"OH"
"12877",19567,"[ -84.149802 , 39.761728]","DAYTON",45403,"OH"
"12878",14396,"[ -84.162157 , 39.78619]","DAYTON",45404,"OH"
"12879",25151,"[ -84.213546 , 39.78993]","DAYTON",45405,"OH"
"12880",31024,"[ -84.237297 , 39.782148]","DAYTON",45406,"OH"
"12881",13708,"[ -84.224232 , 39.762699]","DAYTON",45407,"OH"
"12882",13177,"[ -84.228963 , 39.739526]","DAYTON",45408,"OH"
"12883",12633,"[ -84.182495 , 39.728496]","DAYTON",45409,"OH"
"12884",19743,"[ -84.16001 , 39.74743]","DAYTON",45410,"OH"
"12885",23033,"[ -84.202444 , 39.828528]","DAYTON",45414,"OH"
"12886",12885,"[ -84.261328 , 39.835488]","DAYTON",45415,"OH"
"12887",6905,"[ -84.259824 , 39.805541]","TROTWOOD",45416,"OH"
"12888",14617,"[ -84.246961 , 39.752812]","DAYTON",45417,"OH"
"12889",6913,"[ -84.267696 , 39.716251]","DAYTON",45418,"OH"
"12890",17079,"[ -84.163656 , 39.715486]","DAYTON",45419,"OH"
"12891",26955,"[ -84.133892 , 39.721286]","KETTERING",45420,"OH"
"12892",48120,"[ -84.123287 , 39.845339]","HUBER HEIGHTS",45424,"OH"
"12893",17853,"[ -84.298283 , 39.810548]","TROTWOOD",45426,"OH"
"12894",13469,"[ -84.281884 , 39.754527]","DAYTON",45427,"OH"
"12895",27574,"[ -84.156077 , 39.686392]","KETTERING",45429,"OH"
"12896",6511,"[ -84.083596 , 39.709381]","BEAVERCREEK",45430,"OH"
"12897",25772,"[ -84.099802 , 39.765396]","BEAVERCREEK",45431,"OH"
"12898",14917,"[ -84.094157 , 39.740774]","BEAVERCREEK",45432,"OH"
"12899",2298,"[ -84.059048 , 39.813758]","DAYTON",45433,"OH"
"12900",8855,"[ -84.040385 , 39.716552]","BEAVERCREEK",45434,"OH"
"12901",9866,"[ -84.21626 , 39.689617]","WEST CARROLLTON",45439,"OH"
"12902",17129,"[ -84.113573 , 39.674854]","DAYTON",45440,"OH"
"12903",20391,"[ -84.237887 , 39.662098]","WEST CARROLLTON",45449,"OH"
"12904",16364,"[ -84.162697 , 39.615755]","CENTERVILLE",45458,"OH"
"12905",25767,"[ -84.166422 , 39.645957]","CENTERVILLE",45459,"OH"
"12906",16510,"[ -83.841338 , 39.930486]","SPRINGFIELD",45502,"OH"
"12907",30547,"[ -83.78043 , 39.9528]","SPRINGFIELD",45503,"OH"
"12908",19854,"[ -83.834302 , 39.940793]","SPRINGFIELD",45504,"OH"
"12909",23956,"[ -83.785593 , 39.910588]","SPRINGFIELD",45505,"OH"
"12910",19027,"[ -83.827512 , 39.910418]","SPRINGFIELD",45506,"OH"
"12911",54615,"[ -82.98949 , 39.337997]","CHILLICOTHE",45601,"OH"
"12912",4356,"[ -83.276268 , 39.213116]","BAINBRIDGE",45612,"OH"
"12913",2953,"[ -82.847469 , 39.023847]","BEAVER",45613,"OH"
"12914",3572,"[ -82.270092 , 38.927647]","BIDWELL",45614,"OH"
"12915",1436,"[ -83.35268 , 38.756451]","BLUE CREEK",45616,"OH"
"12916",8076,"[ -82.450448 , 38.455089]","CHESAPEAKE",45619,"OH"
"12917",1007,"[ -82.123537 , 38.958678]","CHESHIRE",45620,"OH"
"12918",535,"[ -82.493835 , 39.3497]","CREOLA",45622,"OH"
"12919",2677,"[ -82.265717 , 38.613548]","CROWN CITY",45623,"OH"
"12920",3985,"[ -83.203356 , 39.391015]","FRANKFORT",45628,"OH"
"12921",3956,"[ -82.814477 , 38.628216]","FRANKLIN FURNACE",45629,"OH"
"12922",18163,"[ -82.22902 , 38.814781]","GALLIPOLIS",45631,"OH"
"12923",1554,"[ -82.509976 , 39.168497]","HAMDEN",45634,"OH"
"12924",21093,"[ -82.665351 , 38.529429]","IRONTON",45638,"OH"
"12925",13373,"[ -82.647209 , 39.042821]","JACKSON",45640,"OH"
"12926",1347,"[ -82.848808 , 39.441432]","KINGSTON",45644,"OH"
"12927",2837,"[ -82.548897 , 38.564945]","KITTS HILL",45645,"OH"
"12928",351,"[ -83.328294 , 39.080436]","LATHAM",45646,"OH"
"12929",1481,"[ -82.783288 , 39.272283]","LONDONDERRY",45647,"OH"
"12930",12974,"[ -82.994009 , 38.893832]","LUCASVILLE",45648,"OH"
"12931",5028,"[ -82.490699 , 39.255326]","ALLENSVILLE",45651,"OH"
"12932",2932,"[ -83.068892 , 38.836203]","MC DERMOTT",45652,"OH"
"12933",3969,"[ -82.855538 , 38.875087]","MINFORD",45653,"OH"
"12934",804,"[ -82.389172 , 39.388421]","NEW PLYMOUTH",45654,"OH"
"12935",6036,"[ -82.588343 , 38.891559]","OAK HILL",45656,"OH"
"12936",2287,"[ -83.222172 , 38.85203]","OTWAY",45657,"OH"
"12937",2202,"[ -82.427491 , 38.77702]","PATRIOT",45658,"OH"
"12938",3870,"[ -82.647722 , 38.650323]","PEDRO",45659,"OH"
"12939",7298,"[ -83.368698 , 38.986885]","PEEBLES",45660,"OH"
"12940",4342,"[ -83.076742 , 39.040196]","IDAHO",45661,"OH"
"12941",33275,"[ -82.94864 , 38.757252]","NEW BOSTON",45662,"OH"
"12942",8485,"[ -83.047657 , 38.749222]","PORTSMOUTH",45663,"OH"
"12943",8976,"[ -82.352294 , 38.463461]","PROCTORVILLE",45669,"OH"
"12944",1413,"[ -82.354243 , 39.105205]","RADCLIFF",45670,"OH"
"12945",524,"[ -83.237337 , 38.943388]","RARDEN",45671,"OH"
"12946",1472,"[ -82.690801 , 39.207678]","RAY",45672,"OH"
"12947",454,"[ -82.814913 , 39.203922]","RICHMOND DALE",45673,"OH"
"12948",435,"[ -82.563832 , 38.522145]","ROCK CAMP",45675,"OH"
"12949",1433,"[ -82.396685 , 38.594034]","SCOTTOWN",45678,"OH"
"12950",3482,"[ -83.593625 , 38.962072]","SEAMAN",45679,"OH"
"12951",13272,"[ -82.552883 , 38.433856]","SOUTH POINT",45680,"OH"
"12952",1001,"[ -83.271953 , 39.302137]","SOUTH SALEM",45681,"OH"
"12953",2094,"[ -82.720151 , 38.819967]","SOUTH WEBSTER",45682,"OH"
"12954",1342,"[ -83.208984 , 38.654588]","STOUT",45684,"OH"
"12955",2291,"[ -82.404996 , 38.898786]","THURMAN",45685,"OH"
"12956",1898,"[ -82.357014 , 38.978338]","VINTON",45686,"OH"
"12957",385,"[ -82.517399 , 38.718152]","WATERLOO",45688,"OH"
"12958",14422,"[ -83.004874 , 39.126445]","WAVERLY",45690,"OH"
"12959",9486,"[ -82.548474 , 39.118897]","WELLSTON",45692,"OH"
"12960",8656,"[ -83.533349 , 38.801702]","WEST UNION",45693,"OH"
"12961",10537,"[ -82.820434 , 38.741793]","WHEELERSBURG",45694,"OH"
