"id","pop","loc","city","X_id","state"
"2323",18193,"[ -73.735037 , 40.952481]","MAMARONECK",10543,"NY"
"2324",681,"[ -73.792626 , 41.201519]","MILLWOOD",10546,"NY"
"2325",5753,"[ -73.850836 , 41.314348]","MOHEGAN LAKE",10547,"NY"
"2326",4350,"[ -73.944593 , 41.249585]","MONTROSE",10548,"NY"
"2327",14361,"[ -73.729921 , 41.204966]","MOUNT KISCO",10549,"NY"
"2328",37889,"[ -73.837961 , 40.907863]","MOUNT VERNON",10550,"NY"
"2329",18167,"[ -73.829919 , 40.923056]","MOUNT VERNON",10552,"NY"
"2330",12452,"[ -73.822111 , 40.908645]","MOUNT VERNON",10553,"NY"
"2331",2601,"[ -73.592947 , 41.341388]","NORTH SALEM",10560,"NY"
"2332",29926,"[ -73.853791 , 41.167344]","OSSINING",10562,"NY"
"2333",37431,"[ -73.902562 , 41.293722]","CORTLANDT MANOR",10566,"NY"
"2334",11812,"[ -73.784484 , 41.134977]","PLEASANTVILLE",10570,"NY"
"2335",32552,"[ -73.672045 , 41.007755]","RYE BROOK",10573,"NY"
"2336",4720,"[ -73.573215 , 41.204196]","POUND RIDGE",10576,"NY"
"2337",4453,"[ -73.715629 , 41.038396]","PURCHASE",10577,"NY"
"2338",2534,"[ -73.654313 , 41.322427]","PURDYS",10578,"NY"
"2339",7453,"[ -73.85024 , 41.372815]","PUTNAM VALLEY",10579,"NY"
"2340",16479,"[ -73.690721 , 40.973403]","RYE",10580,"NY"
"2341",35302,"[ -73.797566 , 40.988365]","HEATHCOTE",10583,"NY"
"2342",2103,"[ -73.82732 , 41.328608]","SHRUB OAK",10588,"NY"
"2343",6618,"[ -73.695145 , 41.334568]","SOMERS",10589,"NY"
"2344",6936,"[ -73.540224 , 41.255261]","SOUTH SALEM",10590,"NY"
"2345",20080,"[ -73.859335 , 41.078108]","NORTH TARRYTOWN",10591,"NY"
"2346",5455,"[ -73.773329 , 41.118163]","THORNWOOD",10594,"NY"
"2347",5255,"[ -73.777596 , 41.085559]","VALHALLA",10595,"NY"
"2348",415,"[ -73.603207 , 41.303208]","WACCABUC",10597,"NY"
"2349",28501,"[ -73.792398 , 41.299947]","YORKTOWN HEIGHTS",10598,"NY"
"2350",8397,"[ -73.765231 , 41.032955]","WHITE PLAINS",10601,"NY"
"2351",14342,"[ -73.77758 , 41.049913]","WHITE PLAINS",10603,"NY"
"2352",8899,"[ -73.750727 , 41.043295]","EAST WHITE PLAIN",10604,"NY"
"2353",17843,"[ -73.755247 , 41.014053]","WHITE PLAINS",10605,"NY"
"2354",13436,"[ -73.778097 , 41.024714]","WHITE PLAINS",10606,"NY"
"2355",7148,"[ -73.811692 , 41.039813]","WHITE PLAINS",10607,"NY"
"2356",59476,"[ -73.888317 , 40.940716]","YONKERS",10701,"NY"
"2357",19958,"[ -73.885163 , 40.951763]","YONKERS",10703,"NY"
"2358",31604,"[ -73.859347 , 40.917633]","YONKERS",10704,"NY"
"2359",36141,"[ -73.895041 , 40.917665]","YONKERS",10705,"NY"
"2360",8546,"[ -73.875912 , 40.99071]","HASTINGS ON HUDS",10706,"NY"
"2361",15275,"[ -73.819771 , 40.95691]","TUCKAHOE",10707,"NY"
"2362",20406,"[ -73.835332 , 40.939133]","BRONXVILLE",10708,"NY"
"2363",2515,"[ -73.80858 , 40.954966]","EASTCHESTER",10709,"NY"
"2364",24952,"[ -73.843435 , 40.965574]","YONKERS",10710,"NY"
"2365",30929,"[ -73.787729 , 40.916628]","NEW ROCHELLE",10801,"NY"
"2366",11997,"[ -73.807304 , 40.904455]","PELHAM",10803,"NY"
"2367",14359,"[ -73.786018 , 40.948335]","NEW ROCHELLE",10804,"NY"
"2368",18471,"[ -73.781043 , 40.900236]","NEW ROCHELLE",10805,"NY"
"2369",21296,"[ -74.124098 , 41.117654]","SUFFERN",10901,"NY"
"2370",14,"[ -73.996108 , 41.306734]","BEAR MOUNTAIN",10911,"NY"
"2371",4770,"[ -73.962924 , 41.062597]","BLAUVELT",10913,"NY"
"2372",3065,"[ -74.250466 , 41.442993]","CAMPBELL HALL",10916,"NY"
"2373",1407,"[ -74.122036 , 41.326836]","CENTRAL VALLEY",10917,"NY"
"2374",9196,"[ -74.265116 , 41.355381]","CHESTER",10918,"NY"
"2375",79,"[ -74.385044 , 41.524387]","CIRCLEVILLE",10919,"NY"
"2376",8088,"[ -73.94131 , 41.148689]","CONGERS",10920,"NY"
"2377",2698,"[ -74.352805 , 41.329507]","FLORIDA",10921,"NY"
"2378",9650,"[ -74.000501 , 41.202057]","GARNERVILLE",10923,"NY"
"2379",11019,"[ -74.330162 , 41.394586]","GOSHEN",10924,"NY"
"2380",4723,"[ -74.300007 , 41.212718]","GREENWOOD LAKE",10925,"NY"
"2381",3249,"[ -74.155805 , 41.299681]","HARRIMAN",10926,"NY"
"2382",9438,"[ -73.968959 , 41.197095]","HAVERSTRAW",10927,"NY"
"2383",5704,"[ -73.974618 , 41.358177]","HIGHLAND FALLS",10928,"NY"
"2384",5629,"[ -74.119678 , 41.353592]","HIGHLAND MILLS",10930,"NY"
"2385",892,"[ -74.170195 , 41.123981]","HILLBURN",10931,"NY"
"2386",51211,"[ -74.412023 , 41.457222]","SCOTCHTOWN",10940,"NY"
"2387",30829,"[ -74.188521 , 41.328578]","MONROE",10950,"NY"
"2388",25251,"[ -74.0736 , 41.116255]","MONSEY",10952,"NY"
"2389",16390,"[ -74.009589 , 41.099176]","BARDONIA",10954,"NY"
"2390",33340,"[ -73.996206 , 41.147247]","NEW CITY",10956,"NY"
"2391",3918,"[ -74.443483 , 41.362714]","NEW HAMPTON",10958,"NY"
"2392",14542,"[ -73.925226 , 41.091351]","NYACK",10960,"NY"
"2393",6324,"[ -73.960873 , 41.044183]","ORANGEBURG",10962,"NY"
"2394",4748,"[ -74.529413 , 41.481806]","OTISVILLE",10963,"NY"
"2395",996,"[ -73.924985 , 41.010263]","PALISADES",10964,"NY"
"2396",14791,"[ -74.01587 , 41.062939]","PEARL RIVER",10965,"NY"
"2397",2104,"[ -73.919187 , 41.03955]","PIERMONT",10968,"NY"
"2398",589,"[ -74.379457 , 41.323796]","PINE ISLAND",10969,"NY"
"2399",7356,"[ -74.043564 , 41.190105]","POMONA",10970,"NY"
"2400",2127,"[ -74.484658 , 41.376004]","SLATE HILL",10973,"NY"
"2401",3322,"[ -74.188107 , 41.16047]","STERLINGTON",10974,"NY"
"2402",5,"[ -74.176182 , 41.247959]","SOUTHFIELDS",10975,"NY"
"2403",894,"[ -73.92288 , 41.025573]","SPARKILL",10976,"NY"
"2404",43435,"[ -74.046253 , 41.117977]","CHESTNUT RIDGE",10977,"NY"
"2405",11437,"[ -73.996164 , 41.229174]","STONY POINT",10980,"NY"
"2406",6181,"[ -73.949065 , 41.027751]","TAPPAN",10983,"NY"
"2407",3971,"[ -74.015441 , 41.207826]","THIELLS",10984,"NY"
"2408",82,"[ -74.377445 , 41.580957]","THOMPSON RIDGE",10985,"NY"
"2409",1615,"[ -73.98916 , 41.259763]","TOMKINS COVE",10986,"NY"
"2410",2481,"[ -74.215912 , 41.192486]","TUXEDO PARK",10987,"NY"
"2411",9132,"[ -73.943006 , 41.118338]","VALLEY COTTAGE",10989,"NY"
"2412",16960,"[ -74.36037 , 41.265563]","WARWICK",10990,"NY"
"2413",8842,"[ -74.1601 , 41.423701]","WASHINGTONVILLE",10992,"NY"
"2414",3591,"[ -73.982123 , 41.209016]","WEST HAVERSTRAW",10993,"NY"
"2415",6655,"[ -73.976846 , 41.097324]","WEST NYACK",10994,"NY"
"2416",7979,"[ -73.973666 , 41.394545]","WEST POINT",10996,"NY"
"2417",2097,"[ -74.552946 , 41.321414]","WESTTOWN",10998,"NY"
"2418",26498,"[ -73.70576 , 40.723586]","FLORAL PARK",11001,"NY"
"2419",34741,"[ -73.705751 , 40.699615]","ALDEN MANOR",11003,"NY"
"2420",19058,"[ -73.711436 , 40.7481]","GLEN OAKS",11004,"NY"
"2421",24595,"[ -73.675807 , 40.701049]","FRANKLIN SQUARE",11010,"NY"
"2422",6144,"[ -73.718918 , 40.774235]","GREAT NECK",11020,"NY"
"2423",17198,"[ -73.726984 , 40.786674]","GREAT NECK",11021,"NY"
"2424",7981,"[ -73.734257 , 40.799307]","GREAT NECK",11023,"NY"
"2425",7298,"[ -73.741391 , 40.813307]","KINGS POINT CONT",11024,"NY"
"2426",15271,"[ -73.688369 , 40.798641]","PLANDOME",11030,"NY"
"2427",37695,"[ -73.68042 , 40.743926]","HILLSIDE MANOR",11040,"NY"
"2428",1,"[ -73.694978 , 40.7602]","NEW HYDE PARK",11042,"NY"
"2429",28264,"[ -73.696356 , 40.834995]","PORT WASHINGTON",11050,"NY"
"2430",23142,"[ -73.939393 , 40.750316]","ASTORIA",11101,"NY"
"2431",30078,"[ -73.926462 , 40.77063]","ASTORIA",11102,"NY"
"2432",38597,"[ -73.914886 , 40.762651]","ASTORIA",11103,"NY"
"2433",25898,"[ -73.921556 , 40.743641]","SUNNYSIDE",11104,"NY"
"2434",37297,"[ -73.910965 , 40.77627]","ASTORIA",11105,"NY"
"2435",36515,"[ -73.929527 , 40.760813]","ASTORIA",11106,"NY"
"2436",46980,"[ -73.99034 , 40.694021]","BROOKLYN",11201,"NY"
"2437",80566,"[ -73.934888 , 40.650496]","BROOKLYN",11203,"NY"
"2438",64780,"[ -73.985623 , 40.617871]","BROOKLYN",11204,"NY"
"2439",36852,"[ -73.96662 , 40.692433]","BROOKLYN",11205,"NY"
"2440",74825,"[ -73.943617 , 40.701195]","BROOKLYN",11206,"NY"
"2441",83158,"[ -73.893957 , 40.670486]","BROOKLYN",11207,"NY"
"2442",78322,"[ -73.873649 , 40.676191]","BROOKLYN",11208,"NY"
"2443",62346,"[ -74.030304 , 40.625106]","BROOKLYN",11209,"NY"
"2444",62445,"[ -73.946682 , 40.628064]","BROOKLYN",11210,"NY"
"2445",78338,"[ -73.956283 , 40.709476]","BROOKLYN",11211,"NY"
"2446",87079,"[ -73.914483 , 40.662474]","BROOKLYN",11212,"NY"
"2447",62607,"[ -73.93665 , 40.669961]","BROOKLYN",11213,"NY"
"2448",73076,"[ -73.99681 , 40.601563]","BROOKLYN",11214,"NY"
"2449",63338,"[ -73.982783 , 40.666863]","BROOKLYN",11215,"NY"
"2450",58862,"[ -73.949639 , 40.67943]","BROOKLYN",11216,"NY"
"2451",36232,"[ -73.979797 , 40.68165]","BROOKLYN",11217,"NY"
"2452",66569,"[ -73.975806 , 40.642373]","BROOKLYN",11218,"NY"
"2453",73527,"[ -73.996011 , 40.633568]","BROOKLYN",11219,"NY"
"2454",76923,"[ -74.013287 , 40.641165]","BROOKLYN",11220,"NY"
"2455",70583,"[ -73.927373 , 40.690695]","BROOKLYN",11221,"NY"
"2456",38158,"[ -73.949846 , 40.727164]","BROOKLYN",11222,"NY"
"2457",70904,"[ -73.974291 , 40.597874]","BROOKLYN",11223,"NY"
"2458",52480,"[ -73.988395 , 40.576729]","BROOKLYN",11224,"NY"
"2459",66752,"[ -73.954588 , 40.662776]","BROOKLYN",11225,"NY"
"2460",111396,"[ -73.956985 , 40.646694]","BROOKLYN",11226,"NY"
"2461",39220,"[ -74.012067 , 40.617441]","BROOKLYN",11228,"NY"
"2462",72660,"[ -73.94749 , 40.601094]","BROOKLYN",11229,"NY"
"2463",72733,"[ -73.965007 , 40.622493]","BROOKLYN",11230,"NY"
"2464",32101,"[ -74.00141 , 40.679437]","BROOKLYN",11231,"NY"
"2465",22777,"[ -74.001797 , 40.652113]","BROOKLYN",11232,"NY"
"2466",58827,"[ -73.921104 , 40.678415]","BROOKLYN",11233,"NY"
"2467",74953,"[ -73.923915 , 40.620475]","BROOKLYN",11234,"NY"
"2468",67088,"[ -73.953599 , 40.583898]","BROOKLYN",11235,"NY"
"2469",77253,"[ -73.902764 , 40.640685]","BROOKLYN",11236,"NY"
"2470",48339,"[ -73.917979 , 40.700616]","BROOKLYN",11237,"NY"
"2471",42507,"[ -73.964387 , 40.679015]","BROOKLYN",11238,"NY"
"2472",14948,"[ -73.882375 , 40.649748]","BROOKLYN",11239,"NY"
"2473",18,"[ -73.966511 , 40.703578]","BROOKLYN NAVY YA",11251,"NY"
"2474",51947,"[ -73.824142 , 40.766722]","FLUSHING",11354,"NY"
"2475",69164,"[ -73.822609 , 40.753573]","FLUSHING",11355,"NY"
"2476",17723,"[ -73.844955 , 40.785511]","COLLEGE POINT",11356,"NY"
"2477",39093,"[ -73.809594 , 40.785147]","WHITESTONE",11357,"NY"
"2478",34045,"[ -73.796788 , 40.760636]","FLUSHING",11358,"NY"
"2479",734,"[ -73.777244 , 40.789967]","FORT TOTTEN",11359,"NY"
"2480",20337,"[ -73.781216 , 40.780684]","BAYSIDE",11360,"NY"
"2481",25529,"[ -73.774457 , 40.76268]","BAYSIDE",11361,"NY"
"2482",16226,"[ -73.732622 , 40.759131]","LITTLE NECK",11362,"NY"
"2483",6909,"[ -73.745401 , 40.772166]","LITTLE NECK",11363,"NY"
"2484",32080,"[ -73.758646 , 40.745847]","FLUSHING",11364,"NY"
"2485",34087,"[ -73.79506 , 40.737424]","FRESH MEADOWS",11365,"NY"
"2486",12089,"[ -73.794922 , 40.727231]","FRESH MEADOWS",11366,"NY"
"2487",36877,"[ -73.81953 , 40.727966]","FLUSHING",11367,"NY"
"2488",75746,"[ -73.861069 , 40.745288]","CORONA",11368,"NY"
"2489",28106,"[ -73.873902 , 40.761254]","EAST ELMHURST",11369,"NY"
"2490",23910,"[ -73.891586 , 40.761111]","EAST ELMHURST",11370,"NY"
"2491",49,"[ -73.873535 , 40.772117]","FLUSHING",11371,"NY"
"2492",57726,"[ -73.882975 , 40.751329]","JACKSON HEIGHTS",11372,"NY"
"2493",88241,"[ -73.878551 , 40.740388]","JACKSON HEIGHTS",11373,"NY"
"2494",40024,"[ -73.860191 , 40.72775]","REGO PARK",11374,"NY"
"2495",65180,"[ -73.847306 , 40.722854]","FOREST HILLS",11375,"NY"
"2496",75894,"[ -73.906911 , 40.744972]","WOODSIDE",11377,"NY"
"2497",31292,"[ -73.899682 , 40.723865]","MASPETH",11378,"NY"
"2498",28981,"[ -73.879228 , 40.717286]","MIDDLE VILLAGE",11379,"NY"
"2499",85732,"[ -73.896122 , 40.703613]","RIDGEWOOD",11385,"NY"
"2500",20094,"[ -73.737445 , 40.694741]","CAMBRIA HEIGHTS",11411,"NY"
"2501",32003,"[ -73.758641 , 40.698097]","KEW GARDENS",11412,"NY"
"2502",36679,"[ -73.75071 , 40.67295]","SPRINGFIELD GARD",11413,"NY"
"2503",27256,"[ -73.845041 , 40.660603]","KEW GARDENS",11414,"NY"
"2504",16703,"[ -73.829715 , 40.706865]","KEW GARDENS",11415,"NY"
"2505",17876,"[ -73.851397 , 40.683753]","OZONE PARK",11416,"NY"
"2506",22768,"[ -73.844778 , 40.676854]","OZONE PARK",11417,"NY"
"2507",29382,"[ -73.834484 , 40.698171]","RICHMOND HILL",11418,"NY"
"2508",37530,"[ -73.823871 , 40.688113]","S RICHMOND HILL",11419,"NY"
"2509",38096,"[ -73.815773 , 40.675379]","S OZONE PARK",11420,"NY"
"2510",29442,"[ -73.858514 , 40.691345]","WOODHAVEN",11421,"NY"
"2511",26674,"[ -73.735265 , 40.662141]","ROSEDALE",11422,"NY"
"2512",29102,"[ -73.767685 , 40.714156]","HOLLIS",11423,"NY"
"2513",18145,"[ -73.723018 , 40.734735]","BELLEROSE",11426,"NY"
"2514",21004,"[ -73.748908 , 40.727707]","QUEENS VILLAGE",11427,"NY"
"2515",16793,"[ -73.743312 , 40.720756]","QUEENS VILLAGE",11428,"NY"
"2516",24311,"[ -73.740064 , 40.70902]","QUEENS VILLAGE",11429,"NY"
"2517",398,"[ -73.782663 , 40.647221]","JAMAICA",11430,"NY"
"2518",53011,"[ -73.79442 , 40.711867]","JAMAICA",11432,"NY"
"2519",26325,"[ -73.787669 , 40.69691]","JAMAICA",11433,"NY"
"2520",50464,"[ -73.77584 , 40.677483]","JAMAICA",11434,"NY"
"2521",47987,"[ -73.811121 , 40.702934]","JAMAICA",11435,"NY"
"2522",17020,"[ -73.796596 , 40.676347]","JAMAICA",11436,"NY"
"2523",19087,"[ -73.639761 , 40.746927]","MINEOLA",11501,"NY"
"2524",7091,"[ -73.651419 , 40.77032]","ALBERTSON",11507,"NY"
"2525",2831,"[ -73.725545 , 40.588652]","ATLANTIC BEACH",11509,"NY"
"2526",30959,"[ -73.609688 , 40.654755]","BALDWIN",11510,"NY"
"2527",4863,"[ -73.611941 , 40.75115]","CARLE PLACE",11514,"NY"
"2528",7113,"[ -73.726404 , 40.623619]","CEDARHURST",11516,"NY"
"2529",11027,"[ -73.667376 , 40.640445]","EAST ROCKAWAY",11518,"NY"
"2530",40662,"[ -73.586615 , 40.65359]","FREEPORT",11520,"NY"
"2531",27951,"[ -73.648718 , 40.72452]","GARDEN CITY",11530,"NY"
"2532",24997,"[ -73.62772 , 40.864958]","GLEN COVE",11542,"NY"
"2533",13565,"[ -73.60763 , 40.828098]","GLEN HEAD",11545,"NY"
"2534",1021,"[ -73.626124 , 40.812503]","GREENVALE",11548,"NY"
"2535",50933,"[ -73.617641 , 40.70492]","HEMPSTEAD",11550,"NY"
"2536",22972,"[ -73.653859 , 40.692915]","WEST HEMPSTEAD",11552,"NY"
"2537",20397,"[ -73.591995 , 40.702029]","UNIONDALE",11553,"NY"
"2538",36692,"[ -73.556088 , 40.714915]","EAST MEADOW",11554,"NY"
"2539",8023,"[ -73.695667 , 40.640392]","HEWLETT",11557,"NY"
"2540",8857,"[ -73.655411 , 40.604044]","ISLAND PARK",11558,"NY"
"2541",6703,"[ -73.732969 , 40.61396]","LAWRENCE",11559,"NY"
"2542",6771,"[ -73.59271 , 40.881728]","LOCUST VALLEY",11560,"NY"
"2543",39066,"[ -73.659467 , 40.587697]","LONG BEACH",11561,"NY"
"2544",22659,"[ -73.674143 , 40.657107]","LYNBROOK",11563,"NY"
"2545",8660,"[ -73.673073 , 40.674982]","MALVERNE",11565,"NY"
"2546",36427,"[ -73.555001 , 40.668312]","NORTH MERRICK",11566,"NY"
"2547",5524,"[ -73.587515 , 40.78821]","OLD WESTBURY",11568,"NY"
"2548",27127,"[ -73.638 , 40.663745]","ROCKVILLE CENTRE",11570,"NY"
"2549",31406,"[ -73.637533 , 40.636199]","OCEANSIDE",11572,"NY"
"2550",14595,"[ -73.586697 , 40.680171]","ROOSEVELT",11575,"NY"
"2551",13114,"[ -73.653362 , 40.790668]","ROSLYN",11576,"NY"
"2552",10665,"[ -73.640292 , 40.784497]","ROSLYN HEIGHTS",11577,"NY"
"2553",5068,"[ -73.643598 , 40.845984]","SEA CLIFF",11579,"NY"
"2554",34327,"[ -73.705738 , 40.674184]","VALLEY STREAM",11580,"NY"
"2555",19582,"[ -73.710705 , 40.651838]","NORTH WOODMERE",11581,"NY"
"2556",38026,"[ -73.57226 , 40.755749]","WESTBURY",11590,"NY"
"2557",11057,"[ -73.644892 , 40.759198]","WILLISTON PARK",11596,"NY"
"2558",13084,"[ -73.714146 , 40.63262]","WOODMERE",11598,"NY"
"2559",52162,"[ -73.757971 , 40.600645]","FAR ROCKAWAY",11691,"NY"
"2560",21192,"[ -73.797446 , 40.59257]","FAR ROCKAWAY",11692,"NY"
"2561",1630,"[ -73.819804 , 40.607644]","FAR ROCKAWAY",11693,"NY"
"2562",21972,"[ -73.839192 , 40.579471]","FAR ROCKAWAY",11694,"NY"
"2563",6660,"[ -73.746988 , 40.617784]","INWOOD",11696,"NY"
"2564",3690,"[ -73.914873 , 40.560032]","FAR ROCKAWAY",11697,"NY"
"2565",29047,"[ -73.417106 , 40.684197]","AMITYVILLE",11701,"NY"
"2566",456,"[ -73.324583 , 40.634183]","OAK BEACH",11702,"NY"
"2567",17916,"[ -73.323581 , 40.732102]","NORTH BABYLON",11703,"NY"
"2568",45519,"[ -73.354591 , 40.713476]","WEST BABYLON",11704,"NY"
"2569",7616,"[ -73.054207 , 40.744408]","BAYPORT",11705,"NY"
"2570",5507,"[ -73.252708 , 40.733744]","KISMET",11706,"NY"
"2571",7185,"[ -73.560141 , 40.907382]","BAYVILLE",11709,"NY"
"2572",34237,"[ -73.534517 , 40.677028]","NORTH BELLMORE",11710,"NY"
"2573",7927,"[ -72.946891 , 40.77327]","BELLPORT",11713,"NY"
"2574",21957,"[ -73.485727 , 40.740014]","BETHPAGE",11714,"NY"
"2575",4189,"[ -73.035213 , 40.750089]","BLUE POINT",11715,"NY"
"2576",10448,"[ -73.116339 , 40.767788]","BOHEMIA",11716,"NY"
"2577",60425,"[ -73.248189 , 40.777918]","WEST BRENTWOOD",11717,"NY"
"2578",20866,"[ -73.264639 , 40.727957]","BRIGHTWATERS",11718,"NY"
"2579",7493,"[ -72.892125 , 40.78428]","BROOKHAVEN",11719,"NY"
"2580",27519,"[ -73.082163 , 40.870508]","CENTEREACH",11720,"NY"
"2581",5770,"[ -73.3754 , 40.892899]","CENTERPORT",11721,"NY"
"2582",29418,"[ -73.196145 , 40.786618]","CENTRAL ISLIP",11722,"NY"
"2583",2860,"[ -73.450032 , 40.863056]","COLD SPRING HARB",11724,"NY"
"2584",29847,"[ -73.279924 , 40.843032]","COMMACK",11725,"NY"
"2585",15640,"[ -73.396271 , 40.677833]","COPIAGUE",11726,"NY"
"2586",25002,"[ -73.006881 , 40.884988]","CORAM",11727,"NY"
"2587",32146,"[ -73.32572 , 40.759083]","DEER PARK",11729,"NY"
"2588",15777,"[ -73.180471 , 40.72816]","EAST ISLIP",11730,"NY"
"2589",30333,"[ -73.319506 , 40.867066]","ELWOOD",11731,"NY"
"2590",3276,"[ -73.534876 , 40.847162]","EAST NORWICH",11732,"NY"
"2591",16470,"[ -73.101467 , 40.930004]","SETAUKET",11733,"NY"
"2592",31358,"[ -73.445055 , 40.725061]","SOUTH FARMINGDAL",11735,"NY"
"2593",14967,"[ -73.04125 , 40.836602]","FARMINGVILLE",11738,"NY"
"2594",9967,"[ -73.364641 , 40.862121]","GREENLAWN",11740,"NY"
"2595",25964,"[ -73.071789 , 40.796426]","HOLBROOK",11741,"NY"
"2596",10141,"[ -73.04161 , 40.810478]","HOLTSVILLE",11742,"NY"
"2597",41511,"[ -73.410924 , 40.866945]","HALESITE",11743,"NY"
"2598",62162,"[ -73.375472 , 40.821754]","DIX HILLS",11746,"NY"
"2599",14534,"[ -73.402963 , 40.794606]","MELVILLE",11747,"NY"
"2600",21721,"[ -73.22211 , 40.734821]","ISLIP",11751,"NY"
"2601",9514,"[ -73.182746 , 40.75482]","ISLIP TERRACE",11752,"NY"
"2602",9837,"[ -73.533067 , 40.788118]","JERICHO",11753,"NY"
"2603",19036,"[ -73.243763 , 40.886121]","KINGS PARK",11754,"NY"
"2604",8245,"[ -73.116751 , 40.856681]","LAKE GROVE",11755,"NY"
"2605",44967,"[ -73.516578 , 40.725428]","LEVITTOWN",11756,"NY"
"2606",44726,"[ -73.374493 , 40.688373]","LINDENHURST",11757,"NY"
"2607",42863,"[ -73.469727 , 40.685738]","NORTH MASSAPEQUA",11758,"NY"
"2608",31693,"[ -73.444447 , 40.680673]","MASSAPEQUA PARK",11762,"NY"
"2609",20669,"[ -72.985214 , 40.817416]","MEDFORD",11763,"NY"
"2610",9601,"[ -72.991349 , 40.943572]","MILLER PLACE",11764,"NY"
"2611",877,"[ -73.552602 , 40.88574]","MILL NECK",11765,"NY"
"2612",8759,"[ -73.012732 , 40.927092]","MOUNT SINAI",11766,"NY"
"2613",9681,"[ -73.1482 , 40.846206]","NESCONSET",11767,"NY"
"2614",21714,"[ -73.330889 , 40.905062]","NORTHPORT",11768,"NY"
"2615",9366,"[ -73.12969 , 40.738224]","OAKDALE",11769,"NY"
"2616",9806,"[ -73.527212 , 40.866012]","OYSTER BAY",11771,"NY"
"2617",40962,"[ -72.998108 , 40.773501]","DAVIS PARK",11772,"NY"
"2618",19800,"[ -73.052136 , 40.911722]","PORT JEFFERSON S",11776,"NY"
"2619",8512,"[ -73.061093 , 40.945687]","PORT JEFFERSON",11777,"NY"
"2620",11913,"[ -72.935681 , 40.949206]","ROCKY POINT",11778,"NY"
"2621",43424,"[ -73.1208 , 40.820763]","LAKE RONKONKOMA",11779,"NY"
"2622",14211,"[ -73.159121 , 40.881299]","SAINT JAMES",11780,"NY"
"2623",15718,"[ -73.082297 , 40.74606]","CHERRY GROVE",11782,"NY"
"2624",21644,"[ -73.491015 , 40.679513]","SEAFORD",11783,"NY"
"2625",23753,"[ -73.044848 , 40.869883]","SELDEN",11784,"NY"
"2626",5114,"[ -72.892685 , 40.948493]","SHOREHAM",11786,"NY"
"2627",29932,"[ -73.213816 , 40.854186]","SMITHTOWN",11787,"NY"
"2628",19713,"[ -73.195762 , 40.823069]","HAUPPAUGE",11788,"NY"
"2629",6497,"[ -72.974172 , 40.956707]","SOUND BEACH",11789,"NY"
"2630",13767,"[ -73.125085 , 40.900257]","STONY BROOK",11790,"NY"
"2631",24949,"[ -73.502397 , 40.81462]","SYOSSET",11791,"NY"
"2632",6186,"[ -72.834774 , 40.952049]","WADING RIVER",11792,"NY"
"2633",31972,"[ -73.51033 , 40.684998]","WANTAGH",11793,"NY"
"2634",5504,"[ -73.125456 , 40.914127]","SUNY STONY BROOK",11794,"NY"
"2635",39344,"[ -73.30072 , 40.711734]","WEST ISLIP",11795,"NY"
"2636",3575,"[ -73.100019 , 40.731971]","WEST SAYVILLE",11796,"NY"
"2637",8104,"[ -73.471612 , 40.815441]","WOODBURY",11797,"NY"
"2638",13312,"[ -73.36596 , 40.753258]","WHEATLEY HEIGHTS",11798,"NY"
"2639",38307,"[ -73.52297 , 40.762305]","HICKSVILLE",11801,"NY"
"2640",28207,"[ -73.481638 , 40.778099]","PLAINVIEW",11803,"NY"
"2641",5233,"[ -73.457481 , 40.764991]","OLD BETHPAGE",11804,"NY"
"2642",20705,"[ -72.651966 , 40.926202]","RIVERHEAD",11901,"NY"
"2643",3954,"[ -72.74229 , 40.929662]","CALVERTON",11933,"NY"
"2644",6265,"[ -72.797048 , 40.799657]","CENTER MORICHES",11934,"NY"
"2645",3678,"[ -72.480255 , 41.013918]","CUTCHOGUE",11935,"NY"
"2646",12205,"[ -72.178958 , 40.992964]","EAST HAMPTON",11937,"NY"
"2647",717,"[ -72.34186 , 41.126425]","EAST MARION",11939,"NY"
"2648",3822,"[ -72.753778 , 40.808975]","EAST MORICHES",11940,"NY"
"2649",1331,"[ -72.705388 , 40.809947]","EASTPORT",11941,"NY"
"2650",4181,"[ -72.581297 , 40.84277]","EAST QUOGUE",11942,"NY"
"2651",3657,"[ -72.367415 , 41.103905]","GREENPORT",11944,"NY"
"2652",9586,"[ -72.520209 , 40.872596]","HAMPTON BAYS",11946,"NY"
"2653",954,"[ -72.55404 , 40.9674]","LAUREL",11948,"NY"
"2654",9660,"[ -72.800208 , 40.842102]","MANORVILLE",11949,"NY"
"2655",20374,"[ -72.856608 , 40.80644]","MASTIC",11950,"NY"
"2656",18812,"[ -72.853701 , 40.765653]","MASTIC BEACH",11951,"NY"
"2657",3896,"[ -72.536296 , 40.994336]","MATTITUCK",11952,"NY"
"2658",9411,"[ -72.952539 , 40.878212]","MIDDLE ISLAND",11953,"NY"
"2659",3008,"[ -71.943963 , 41.045853]","MONTAUK",11954,"NY"
"2660",2045,"[ -72.822918 , 40.809502]","MORICHES",11955,"NY"
"2661",817,"[ -72.287894 , 41.143741]","ORIENT",11957,"NY"
"2662",12817,"[ -72.888135 , 40.901846]","RIDGE",11961,"NY"
"2663",7384,"[ -72.30674 , 40.981996]","SAG HARBOR",11963,"NY"
"2664",1144,"[ -72.336616 , 41.064046]","SHELTER ISLAND",11964,"NY"
